n,id,unique_views,tag,good,created,bookmarked,t,content
3214,in6xnbhkidz6r9,68,exam,0,2016-04-19T04:30:59Z,4,1470666475661,having a lot of trouble understanding this one can someone give a few pointers on how to solve it thanks
3213,in6m5s5vq1r5hj,94,exam,1,2016-04-18T23:09:25Z,4,1470666475869,in the spring 2015 exam growpetal function wouldnt this code fail to update first if the list is empty im guessing that we are supposed to assume the list will never be empty and the inserted element will never be the first element since there will always be an element with angle 0 but that isnt stated in the requires clause of the function if we are given something like this are we supposed to assume that the functions you gave us are all that can modify our list
3212,in6m1p0mqhxz6,82,exam,0,2016-04-18T23:06:15Z,6,1470666476096,why does this question end with process ended instead of negative exception caught
3211,in6kdy5jmk5381,79,exam,0,2016-04-18T22:19:47Z,6,1470666476321,why does calling addsecond on t and t2 add time to the same i why doesnt each class inherit their own i being connected to the counter class
3210,in6j1psbiyys2,63,exam,0,2016-04-18T21:42:17Z,5,1470666476599,whats the difference between a double linked list and single linked list and how do you know when to use what
3208,in6d5lh0dgg3u,62,exam,0,2016-04-18T18:57:20Z,5,1470666477062,if we have a class called myclass with an overloaded assignment operator with the following lines of code myclass a myclass b a line 1 would run the myclass ctor for a my confusion is in line 2 would it run just the assignment operator or both the assignment operator and the myclass ctor for b or would this not even work at all
3207,in6d5aqsoqj2b4,76,exam,0,2016-04-18T18:57:06Z,6,1470666477381,if something is thrown within a catch block here a derived int is thrown does it first check to see if it can be caught by anything in the current catch block or does it immediately move outward to the first catch block that is not the same as the place it was thrown
3206,in6brs1ltn02bx,84,exam,0,2016-04-18T18:18:36Z,6,1470666477637,the first line in main is c1 what does this mean
3205,in6a3moo1ha5gr,82,exam,0,2016-04-18T17:31:50Z,5,1470666477892,why can the base exception catches the derived error
3204,in65jafcmyg5j3,61,exam,1,2016-04-18T15:24:02Z,4,1470666478117,for example have the following functor work class greaterthann private int threshold public greaterint thresholdin thresholdthresholdin bool operator int num return num threshold int operator return threshold
3203,in65790cbrict,55,exam,0,2016-04-18T15:14:40Z,4,1470666478331,for example can the following getter be overloaded if yes const is not part of the name nor parameter how can const be part of the signature thanks class thing private int thingmember public int getter return thingmember int getter const return thingmember
3202,in62mrwejx61i3,67,exam,0,2016-04-18T14:02:46Z,4,1470666478575,so do iterators need big three iterators are dealing with dynamic memories but it seems like they dont need a deep copy though so is the answer no
3201,in5xjglo5y95hd,65,exam,0,2016-04-18T11:40:13Z,5,1470666478802,why can we just not do delete x4
3200,in5or520tw84ot,57,exam,0,2016-04-18T07:34:15Z,4,1470666479036,hey are static variables located on the stack or are they located in the globals
3199,in5lyxaz99r1no,41,exam,0,2016-04-18T06:16:19Z,5,1470666479277,for fall 2015 2a are we not expected to set first last 0
3198,in5l1kbbqahxk,36,exam,0,2016-04-18T05:50:23Z,4,1470666479491,since ptr would be pointing to junk initiallyhow do we know that the output is tweet for sure is the junk of the type bird necessarily
3197,in5hvtjg1y23r6,50,exam,0,2016-04-18T04:21:56Z,4,1470666479769,im confused on what we should throw in general for example in the lecture slides there was throw goodbyeerror and throw goodbyeerror e would catchgoodbyeerror e catch both of those throws what is the difference between the two how do we decide what to throw in general do we throw the variable we want to access later in catch
3196,in5hfd97aq14d9,73,exam,0,2016-04-18T04:09:08Z,5,1470666479997,this says that lobster can be used in any place that crustacean can with no undesired consequences however if we use an object of size 1 the lobsters pinch would make it a negative number how is this not considered an undesired consequence
3195,in5dqtul8i13j5,57,exam,0,2016-04-18T02:26:05Z,4,1470666480223,can someone explain this it seems as if even though t and t2 are distinct objects of the timer class they are sharing the public variable i rather than each having their own instance of i is this because i as a member of the counter class is created above main rather than being individually declared by constructors what would the code look like if t and t2 each had their own instances of i
3194,in5cvspkdyn2v5,66,exam,0,2016-04-18T02:01:57Z,4,1470666480485,are we allowed to use the c do while condition loops on the final exam thanks
3193,in59gdq3me21nf,59,exam,1,2016-04-18T00:25:59Z,5,1470666480807,this question specifically refers to the line collector c collector is a templated class so why do we not need to specify c is a collector of which type as in collectort c will this code compile just as fine is it because we are already in list class with template typename t but what if i want to make a collector of doubles instead i should definitely put the type
3191,in57r9kpqdt1em,47,exam,0,2016-04-17T23:38:27Z,4,1470666481294,can someone explain to me how this loop checks the very last element from my understanding it will exit the for loop when it is at the last element and then not dereference in an equality check
3190,in52buht45r6y1,55,exam,0,2016-04-17T21:06:30Z,4,1470666481525,a data member declared using the static keyword is “shared” among all instances of the class can someone explain this to me i thought that any member variable of a class can be used by any instance of that class
3186,in50fz3c4l6cm,85,exam,4,2016-04-17T20:13:43Z,5,1470666482536,where the answer uses current isnt it mostrecentangle instead
3183,in4z7i9yyr25ma,41,exam,0,2016-04-17T19:39:08Z,4,1470666483295,so say i have a listduck ducks that i wanted to print to cout would the proper way to do this be forduck item ducks cout item endl im thinking that making item a reference in this situation helps by not making copies of every duck in the list also if my understanding is correct the word auto could be used here instead of duck
3179,in4usb61pbr5ot,69,exam,0,2016-04-17T17:35:21Z,5,1470666484085,what is this in this code
3178,in4tf7ya7q81o3,45,exam,0,2016-04-17T16:57:11Z,3,1470666484343,why does this explode i see that in main int z gets set to 3 then we call func but func doesnt return anything and has a local variable y that gets deleted when out of that scope so doesnt z still point to 3 so it wont go into the if statement
3176,in4sr0jz2ly61y,84,exam,1,2016-04-17T16:38:21Z,7,1470666484799,for this question is it necessary to use a loop or could we type delete parts
3174,in4njw3qw024z4,63,exam,0,2016-04-17T14:12:51Z,4,1470666485297,forgive me if i am a wrong for this question shouldnt we have private int clawsize at the end of this answer in my understanding even a derived class cannot access to private member of a base class thanks
3173,in43v980z9g399,97,calculator,0,2016-04-17T05:01:49Z,3,1470666485525,hi i just looked back on the score i received for my last submission at 1114pm and i realized i attached rationalh instead of rationalcpp i got the score status invalid with no results hopefully this means you take my previous valid submission as the one to be graded i had just added more code to calccpp and was trying to update better my submission its my bad for not checking to make sure i had the right files but im hoping you take my previous submission at 9pm
