n,id,unique_views,tag,good,created,bookmarked,t,content
361,ipc2leechxv2c9,38,calculator,0,2016-06-12T04:07:43Z,2,1470666112714,im confused what decoration i should put in front when i declare a operator function for dr also since number and operator all are typed in as string in command line how could we distinguish them
360,ipbxus1hll62w2,43,calculator,0,2016-06-12T01:55:03Z,3,1470666112953,are we allowed to add other private data members in listh
359,ipbsxkamhl21cd,45,calculator,0,2016-06-11T23:37:15Z,3,1470666113171,should it prints out infinity or negative infinity when denominator is 0
358,ipbjtsh9v8j1vu,44,calculator,0,2016-06-11T19:22:22Z,4,1470666113380,is the purpose of this function to overwrite the datum of the previous node or insert a new node with the given datum
357,ipbhm62dgrz5h2,47,calculator,0,2016-06-11T18:20:27Z,3,1470666113612,we are passing all the public tests but we are having a small memory leak somewhere in stackh it is stating that we are creating a longs that were never destroyed but we never created any long variables does anyone have an idea of whats going on
356,ipbdns5jum958d,49,calculator,0,2016-06-11T16:29:44Z,3,1470666113812,how do i test my code on caen i want to make sure my code has no memory leaks what should i enter in the terminal
355,ipbdf3zykjk769,48,calculator,0,2016-06-11T16:23:00Z,4,1470666114046,is there any way to test iterators default constructor i want to check that nodeptr points to 0 but cant access nodeptr in the test files
354,ipaq8x2q7nj7bl,46,calculator,0,2016-06-11T05:34:20Z,3,1470666114288,could someone tell me whats wrong
353,ipajtm75fr950b,47,calculator,0,2016-06-11T02:34:28Z,5,1470666114520,we have 0 definitely lost 0 indirectly lost 0 possibly lost but we have 120 bytes lost in 5 blocks in still reachable are we actually leaking memory
351,ipaiq8q7m7l49o,41,calculator,0,2016-06-11T02:03:51Z,3,1470666114958,should helper functions be the first things declared and only implemented after main or is it okay to implement when declared before main
348,ipa5jafkcm4294,41,calculator,0,2016-06-10T19:54:31Z,3,1470666115579,is there a difference between setting first to 0 vs setting it to nullptr
347,ipa4bqtns567j,44,calculator,1,2016-06-10T19:20:40Z,3,1470666115821,so our calccpp works pretty well but listcompilecheck is failing stating that b iter3 mylistend has invalid operators to a binary expression const listintiterator and listintiterator why is a comparison between const and noncost invalid
346,ipa0nqalm42uz,47,calculator,0,2016-06-10T17:38:01Z,3,1470666116049,as far as i can tell its not possible to instantiate useful iterators outside list without list having begin and end functions however begin and end arent included in the project spec and were not allowed to modify the lists public interface only add private helper functions are we allowed to add public begin and end functions or is there another way of creating iterators outside of list that can access whats contained in a list
345,ip9uo2kx85c5pl,44,calculator,0,2016-06-10T14:50:19Z,4,1470666116269,what should we expect to see as output if we have say 10 1 10 10 or 00 00 there is no specifications for special cases such as these just a few other weird ones bulletpointed on page 7 of the spec
343,ip8tzlfrfn9t,45,calculator,0,2016-06-09T21:43:31Z,6,1470666116742,i have my and overloads in the public section of iterator but they wouldnt compile according to the internet its necessary to prefix both functions with friend why is this necessary and what does friendship mean in this context
341,ip7tyrgnt8n2n7,41,calculator,0,2016-06-09T04:55:06Z,4,1470666117160,for the copy all function in list i am under the assumption you cant access the first pointer to the first node in other since there is no public function that allows you to access the first node besides its data how would you copy the next nodes data if you cant access others first nodes next pointer
340,ip7nmp5f9v47n4,43,calculator,0,2016-06-09T01:57:45Z,3,1470666117361,does this function erase the contents of this and then copy over the nodes from other or does it add the nodes from other to the end of this
339,ip7d6nbll4m5h7,50,calculator,0,2016-06-08T21:05:20Z,3,1470666117580,does the iterator assignment operator need to delete the old node and create a new node equal to–but not the reference of–the other iterators node or does it only need to set the datum value equal to the other nodes datum value
338,ip74n9s0p004mt,45,calculator,0,2016-06-08T17:06:19Z,5,1470666117805,when i stepping through my function to test the insert function my functions work and insert at the correct spots but when i turn off the breakpoints and run the entire test from start to finish it doesnt insert correctly anyone know why this happens i am using xcode
337,ip72qnjiw086qi,52,calculator,0,2016-06-08T16:12:58Z,5,1470666118015,is there a difference between a valid and dereferenceable iterator for example in listtinsert could it be possible that an iterator hold a null node pointer and be expected to create a node at the back of the list im not sure how else a node could be inserted at the back of a list through listtinsert since there are no elements after the back for the iterator to point to be dereferenceable thanks
336,ip6xvajrz8u1bx,48,calculator,0,2016-06-08T13:56:36Z,3,1470666118244,in the stackh file the compiler is getting angry when i try to declare an iterator based on a list of t is that not allowed in general or could i be making a mistake somewhere else in my code
333,ip5zaiiimlrc6,34,euchre,0,2016-06-07T21:48:40Z,3,1470666118949,im on central right now in the ugli i can meet up pretty much wherever
332,ip5eip0fq583dm,47,calculator,0,2016-06-07T12:07:09Z,4,1470666119168,i noticed when i tried testing very large numbers that our rationalh was declared with int instead of long this is a bit limiting for our calculator isnt it
331,ip4xqoiveu84nk,52,calculator,0,2016-06-07T04:17:28Z,4,1470666119371,after the erase function is called should the iterator be at the node before or after the erased node or does it not matter
330,ip4u1ngc8s23fx,49,calculator,0,2016-06-07T02:34:02Z,3,1470666119589,when implementing rationalcpp i came into such a problem that could we put 0 as a denominator in rational especially in the constructor part since c will automatically change 0 to 0 1 0 actually means 1 0 in c and this is not we want is there anybody can help me with this thanks
329,ip4ii03g6u817o,42,euchre,0,2016-06-06T21:10:49Z,9,1470666119794,if anyone is still looking for a partner and can meet tomorrow beforeafter lecture let me know
328,ip4fgadz9m55fd,51,calculator,2,2016-06-06T19:45:31Z,2,1470666120047,if you get valgrind errors are pretty confident you have no memory issues in your code and have a leak summary similar to below saying you have possibly lost 2064 bytes in 1 block then it is likely an issue with mac osx el capitan and is not your fault see here httpstackoverflowcomquestions34573039possiblememoryleakvalgrindinosxelcapitan run your program as well as valgrind on caen and those errors should no longer be there
327,ip4d5rlsa1h2fh,54,calculator,0,2016-06-06T18:41:20Z,3,1470666120241,the google form for project 4 says that the registration is for project 3 is the link really for project 4
325,ip48rjmsqnl6et,41,euchre,0,2016-06-06T16:38:18Z,3,1470666120657,i am looking for a partner to review my code let me know if you are interested
324,ip3dxjvf2qd7h,42,calculator,0,2016-06-06T02:15:11Z,3,1470666120852,im getting an error that says lexical or preprocessor issue stackh file not found it says the same thing for list h as well
323,ip2x44lzx1r75h,53,calculator,0,2016-06-05T18:24:24Z,3,1470666121073,trying to clear up is operator for iterator supposed to be prefix im unsure based on the wording in the comments and the spec thanks
321,ip0blr0y90h4ns,28,euchre,0,2016-06-03T22:46:42Z,3,1470666121518,when i run the pack public test on my computer it runs fine but for some reason when i run it in caen it spits back a segmentation fault when it tries to initialize a new pack why could this be
320,ip096cigrwh1hq,31,euchre,0,2016-06-03T21:38:44Z,3,1470666121735,hi im trying to test player and i want to test by looking at the size of a players hand or particular cards within a players hand im trying to write const helper functions that return those values but if we cannot modify the playerh files how are we supposed to let our test file access those functions thanks
319,ip07r5as4022ca,23,euchre,0,2016-06-03T20:58:56Z,2,1470666121954,delete works for alice and human but not bob
318,ip063wt6qf6586,26,euchre,1,2016-06-03T20:12:52Z,3,1470666122167,i am still confused with the shuffle option is it the case that we always shuffle between hands otherwise we are actually playing with the same hand of cards all the time and if the noshuffle is chosen then only the first shuffle will be turned off
317,ip051jrwsyd7hl,33,euchre,0,2016-06-03T19:43:02Z,5,1470666122413,ive been using sdiff to compare my euchre results to euchretest00 01 and 50 in terminal and none of them return any errors but only 01 is passing the autograder
316,ip02jqs4s9x7jg,36,euchre,1,2016-06-03T18:33:12Z,3,1470666122628,in this section of the autograder all our test cases show up except our pack test cases is this intentional there is no student test suite student pack tests
315,ip00lrx0dyn3tt,31,euchre,0,2016-06-03T17:38:48Z,3,1470666122811,my euchre driver is getting a segmentation fault whenever i have to shuffle the deck however my shuffle function did not cause segmentation faults during testing what is going on
314,iozzk8j1an051j,26,euchre,0,2016-06-03T17:09:36Z,3,1470666123036,the instructions for the simple player states that if the player can follow suit they play the highest card that follows suit otherwise they play the lowest card in their hand however in euchretest01outcorrect drew plays his jack of hearts even though the lead card is the jack of diamonds and he has two other diamond cards in his hand
313,iozzjzwtplf4wl,21,euchre,0,2016-06-03T17:09:25Z,3,1470666123248,say for example the trump suit is hearts and the left bower is a jack of diamonds if we perform the suitnext function on the left bower should it return hearts or diamonds i have it returning diamonds because the left bower is technically considered as a trump suit but i just wanted to make sure that this was correct because the autograder says i have a buggy test and i think this is one of the things that might be causing it
312,iozzg6ow9ho60s,27,euchre,0,2016-06-03T17:06:27Z,3,1470666123470,in the spec it says for consistency with the autograder to print the human players hand in ascending order as defined by the operator when prompting them to make trump so i tried to use the sort function to get the hand in order before printing it but found that we cant call sort inside a const function im confused as to why we would be asked to print the human players in ascending order but not be allowed to use the sort function to do so inside the maketrump function is there a different way were supposed to sort the hand or are we just supposed to leave it unsorted in this function
311,iozy4h2sjenda,34,euchre,0,2016-06-03T16:29:21Z,3,1470666123681,in hand 1 of test 01 bob is the dealer and cathy orders up clubs when the upcard is a jack of spades according to the correct solution bob discards the jack of spades however surely he shouldnt do that because the jack of spades is left bower and he has several lower cards heres bobs hand before the discard nine of spades ace of diamonds ten of spades jack of clubs queen of clubs
310,iozy1do892i744,22,euchre,0,2016-06-03T16:26:57Z,3,1470666123905,when you get to the third trick in hand 0 the correct output says alice leads with jack of diamonds but from my understanding when a simple player leads if they have only trump cards in their hand which alice does then they are supposed to play the highest trump card in their hand which in this case would be the ace of spades all my output is correct except for hand 0 tricks 3 and 4 i am getting the ace leads in trick 3 and the jack leads trick 4 does anyone know why this may be happening and why the jack is played before the ace
309,iozxu5lddry2v9,26,euchre,0,2016-06-03T16:21:20Z,3,1470666124142,playerteststartercpptext0x457 undefined reference to cardcardstdstring const stdstring const playerteststartercpptext0x4eb undefined reference to cardcardstdstring const stdstring const tmpccrveartoplayerteststartercpptext0x57f more undefined references to cardcardstdstring const stdstring const follow tmpccrvearto in function testmaketrumpround1 playerteststartercpptext0x12e6 undefined reference to playerfactorystdstring const stdstring const playerteststartercpptext0x158a undefined reference to playerfactorystdstring const stdstring const my playerteststartercpp works well in xcode but when i tried it in caen it just gave me the warning like this what could be the problems i did include the player h and cardh not include the packh
308,iozv7chnbml43s,28,euchre,0,2016-06-03T15:07:36Z,3,1470666124366,ive been trying for the last few hours to figure out a correct way to output the sorted hand for human play specifically maketrump is there any obvious way to duplicate the vector sort and output it ive tried passing it by value to a sortprint function that still violates the constraints any tips would be highly appreciated
307,iozqvcxy8wp3mj,40,euchre,0,2016-06-03T13:06:19Z,5,1470666124592,when i submit my files to the autograder i get a message saying playertest1cpp320 fatal error packcpp no such file or directory include packcpp compilation terminated i am initializing some of my players hands by making a deck and getting cards from that deck directly since im doing that i have to use the header file for packh when i run my tests on linux everything seems to pass fine by not in the autograder running linux by connecting via ssh on mac terminal
306,iozes3xs1em1k5,32,euchre,0,2016-06-03T07:27:52Z,2,1470666124799,playerteststartercpp in function void testmaketrumpround1 playerteststartercpp635 error player was not declared in this scope player simpleplayer1 playerfactorysimple1 simple when i tried to test my test cases in autograder it kept giving me this kind of message and i was wondering what it means by palyer was not declared in this scople can we create a player in playertestcpp functions or we have to do other ways
305,iozdlfwj8i354m,26,euchre,0,2016-06-03T06:54:41Z,3,1470666125030,if lead and trump are spades and hearts respectively if you have nine of diamonds and ace of clubs in a players hand would nine of diamonds be less than ace of clubs or would ace of clubs because of the hierarchy in cardh
304,ioz82r2hm3x7fh,34,euchre,0,2016-06-03T04:20:11Z,3,1470666125255,can anyone give a hint about testing the add and discard function in playercpp
303,ioz4vgehzqy6uo,26,euchre,0,2016-06-03T02:50:32Z,3,1470666125451,when trying to implement the playerfactory i keep running into this error in the line return new simple
302,ioz3xdb1n36sp,32,euchre,0,2016-06-03T02:24:01Z,3,1470666125703,for the human playerwe need to work with inputoutput streams eg to print the players hand and receive a decision in maketrump if i write maketrump to have two extra parameters input and output streams i get a complaint that the function shouldnt have more than four parameters if i write an extra function in my human class to deal with inputoutput i get a complaint that my function doesnt exist how am i meant to deal with input and output for human players
301,ioz31ra9khx45y,29,euchre,0,2016-06-03T01:59:26Z,2,1470666125907,we have a playertesthumancpp file for specifically testing the human subclass of player however input is required specified in the standard output to run these tests were getting a giant boldfaced surrounded in message from the autograder saying that this file is marking the correct solution as buggy should we be concerned about this is there anything we can do since by the interface requirements player subclass functions cant take a speacific stream ie stringstream as an argument for testing
300,ioz2yc032fbp2,29,euchre,0,2016-06-03T01:56:47Z,4,1470666126120,how to fix the error like this
299,ioz2vozgys817f,37,euchre,0,2016-06-03T01:54:43Z,3,1470666126312,i created a new input file packtestin to test the nondefault constructor in packcpp however the autograder discards this as unnecessary when i upload my test cases is this something i should be concerned aboutcan fix
298,ioz2lmn7q0v48j,29,euchre,0,2016-06-03T01:46:54Z,3,1470666126523,currently i have the dealone function using an if else statement to check if the pack is empty or not in the case that the pack is empty what should the function do should it exitexitfailure it says it must return a card so im not sure if we need to check for this scenario or not
297,ioz1bdg2qnp5zy,34,euchre,0,2016-06-03T01:10:56Z,4,1470666126753,i dont think i understand the point of having a game struct where should i put it so that its variables are visible to my entire program and its helper functions why not just store those variables directly in main and pass them into my functions by reference right now i only have four variables in my game struct
296,ioz0a1loy0a1ok,34,euchre,0,2016-06-03T00:41:54Z,2,1470666126946,i passed all three test i wrote on caen terminal but got this warning from autograder what is the problem here
295,ioyzsvpzlbg318,28,euchre,0,2016-06-03T00:28:33Z,3,1470666127161,in the provided euchretest00outcorrect file for the third trick it has drew playing a queen of clubs i am confused because at this time she also has a nine and ten of hearts in her hand since she cant follow suit diamonds wouldnt she play her lowest card the 9 of hearts
294,ioyycm1p5ug5y5,32,euchre,0,2016-06-02T23:47:55Z,2,1470666127358,hi there im wondering about how our output will be graded on the autograder specifically the gameplay output such as human player name and name passes etc etc are these graded on a functionbyfunction basis meaning that our functions will be graded one by one and be matched with a correct autograder output or do we just need to have the correct overall output it was never really specified in the specs which outputs go where so my partner and i used our better judgement
293,ioyxyf1lnzati,42,euchre,1,2016-06-02T23:36:52Z,3,1470666127569,i am running valgrind on my code and i have 0 bytes directly lost all my memory leaks are in possibly lost when i googled what possibly lost meant i found out that possibly lost means your program is leaking memory unless youre doing unusual things with pointers that could cause them to point into the middle of an allocated block see the user manual for some possible causes use showpossiblylostno if you dont want to see these reports i dont know what this means could anyone clarify also any reason i could be getting possibly lost memory
291,ioyqalewoj52mx,32,euchre,0,2016-06-02T20:02:24Z,3,1470666128027,i tried to test these conditions in euchrecpp but i ended up with this warning in xcode do anyone have any ideas how to fix this warning
290,ioyncpnsrnf712,35,euchre,0,2016-06-02T18:40:04Z,4,1470666128277,hi im having trouble calling the addanddiscard function in maketrump i think its because maketrump is a const function while addanddiscard is not if this is the case how are we supposed to pick up the upcard and discard the lowest in maketrump without calling addanddiscard
289,ioymxpfjles7lf,33,euchre,0,2016-06-02T18:28:23Z,4,1470666128514,whenever there is someone ordering up we should print the dealers hand how do we know who the dealer is when we are in a random player class so for this function does the code like ifisdealer orderingup print the hand work
288,ioyh72cu1pa54v,36,euchre,0,2016-06-02T15:47:42Z,3,1470666128712,what it says in the title whenever i make tests the sdiff fails due to euchre insert command line arguments here not being in the output file is there a particular reason for this problem i am on os x does make tests only work properly on caen environments
287,ioxvy5cs1i256e,38,euchre,0,2016-06-02T05:52:54Z,4,1470666128922,specifically for the player class in project 3 im wondering if we are allowed to make private member functions as helper functions for example i think it would be easier to implement something like a function that returns the highest card in a players hand if it didnt have to be written outside the class i dont know if this breaks the rules of interfaceimplementationrepresentation stuff or would be considered poor style
286,ioxpdlbzh094an,35,euchre,0,2016-06-02T02:48:58Z,4,1470666129140,i get the code like if something something when the condition is too long for one line from which point should i divide the condition into the second line
285,ioxp57hp1g266h,34,euchre,0,2016-06-02T02:42:26Z,3,1470666129383,the maketrump rme said return true and change orderupsuit to desired suit does that mean that i need to assign the orderupsuit after i return true
284,ioxnuo8bs1y4gb,36,euchre,0,2016-06-02T02:06:15Z,4,1470666129591,in the maketrump function what should i put in the if statement condition whenever there is an order up situation should i define a bool called orderupi dont think that works
283,ioxgm95bpoh6x6,32,euchre,0,2016-06-01T22:43:45Z,3,1470666129778,when i try to delete my player objects it gives me the error cannot delete expression of valuetype aka player
282,ioxg8cgyk0061k,34,euchre,0,2016-06-01T22:32:56Z,3,1470666130013,im confused as to why the humanplayer functions leadcard playcard take in ledcard and trump given that the human determines their own strategy is it just because the functions in simple player need these parameters and the two functions have to have the same signatures so basically are we supposed to do anything with these parameters or are we just prompting the user for the card of their choice
281,ioxeeeknmmu16y,37,euchre,0,2016-06-01T21:41:40Z,3,1470666130267,im getting a swap error in playercpp and it wont compile does anyone know what the issue could be thanks
280,iox6azgq28q5u4,38,euchre,0,2016-06-01T17:55:03Z,5,1470666130482,would we need to implement screwing the dealer for the human player whos the dealer during round two it didnt say anything about it in the spec is it safe to assume that the simple players will pick a suit before the human player
