n,id,unique_views,tag,good,created,bookmarked,t,content
599,hrnhrow7vhju4,466,instructor,0,2014-02-14T13:28:00Z,9,1470678218718,below is a link to submit your solution to eecs 280 fall 2013 midterm httpsdocsgooglecomaumicheduformsd16hw7sgktlwqrqsfhkthliracyslj1fsfmyzqeyhlesviewform once you submit your solution you will have the option to view solutions that have been submitted by other students and compare your solution with theirs hopefully if enough students submit you will be able to discern the best answer feel free to post on piazza or see us in office hours for additional insights if you dont disagree with what appears to be the majority answer the form requires authentication with your umichedu credentials but it will not display your userid to others when you see the responses previously submitted you can revisit the previously submitted link again at a later day if sufficient responses are not there you can modify your responses after submitting as well so you can work on it for a while submit and then work on the rest of the questions just avoid peeking at solutions by others in that case pin pin
600,hrniqfilxfs4wx,456,instructor,0,2014-02-14T13:55:01Z,5,1470678218959,below is a link to submit your solution to eecs 280 spring 2013 midterm httpsdocsgooglecomaumicheduformsd1qhw19xqan6xey6myxtgjyuhszf83uuldckkchy05peviewform once you submit your solution you will have the option to view solutions that have been submitted by other students and compare your solution with theirs hopefully if enough students submit you will be able to discern the best answer feel free to post on piazza or see us in office hours for additional insights if you dont disagree with what appears to be the majority answer the form requires authentication with your umichedu credentials but it will not display your userid to others when you see the responses previously submitted you can revisit the previously submitted link again at a later day if sufficient responses are not there you can modify your responses after submitting as well so you can work on it for a while submit and then work on the rest of the questions just avoid peeking at solutions by others in that case pin
500,hrbgoll3jt21n2,309,instructor,2,2014-02-06T03:24:22Z,7,1470678255999,hi all project 3 will involve writing a euchre simulator for those of you who dont know how to play euchre i will be providing lessons in my office hours this friday also if the specs for p3 are out by then i highly recommend that you get started that same night vidal
506,hrcd0izmo54789,102,instructor,0,2014-02-06T18:29:26Z,3,1470678259022,hi everyone in case youve already recovered from project 2 and are anxious to get started on project 3 i have several decks of cards for learning the rules of euchre getting a feel for the game will make project 3 much easier my office hours today are from 14pm right now in bbb 1695 so please stop by of course if you have regulartype questions i can help with those as well thanks james
522,hre7kd20h5n5hi,92,instructor,0,2014-02-08T01:32:26Z,3,1470678263934,come and play some eucher
537,hrfvojdofpn4ft,212,instructor,0,2014-02-09T05:35:18Z,5,1470678265478,for those of you who missed fridays euchre lessons i will be doing it again in my monday office hours see the schedule vidal
441,hr8rwg8vwkc3bg,95,instructor,1,2014-02-04T06:15:05Z,3,1470678275365,if any of you accidentally walked out with a stainless steel water bottle klean kanteen stainless steel color lots of dents please return it to me im very thirsty from the pizza
277,hqx9ae4mxh11t,84,instructor,0,2014-01-27T04:48:35Z,4,1470678289246,this is unrelated to the class topics directly but i think many of you may find it interesting i just saw part of this 1hour video of steve jobs introducing the macintosh in 1984 which was recently found in storage and restored by a time reporter i think you may enjoy this video of computing history and steves flair for showmanship when you have free time from your project and classes httptechlandtimecom20140125stevejobsmaciidtlmainlead there are references to orwells 1984 in the famous super bowl at that time by apple price of the original mac in 1984 its hardware the operating system and graphics there are also lessons in entrepreneurship and on how established companies sometimes fail to see the impact of emerging innovations prof prakash
293,hqyk18t72x5306,193,instructor,0,2014-01-28T02:37:10Z,3,1470678291661,hello all eecs 280 discussion sections and office hours are canceled tomorrow tue 28 jan due to extreme cold weather please see president colemans announcement on umichedu for more information httpumicheduannouncement20140127 for those whose lab section falls on tuesday you may choose to do the lab on your own electronically or attend a different section later in the week stay warm awd pin
300,hqzi7coyzok6y9,299,instructor,0,2014-01-28T18:33:42Z,6,1470678293494,in office hours and after the lecture i had some questions on the c function pointers and can see struggling with the syntax and concepts if you find the syntax confusing the following writeup may help some of you httpsdocsgooglecomdocumentd1vvoxoifa7vpvnhyx0o8e1pqka8qskyfziiigtel5k9oedituspsharing the writeup introduces an example of function pointers without the c type syntax in a simpler language python first then it shows the same code in c some of you may find it helpful in getting past the c syntax for function pointers other things to consider looking at from python map filter and reduce functions you can google for them they use function pointers as parameters to do list processing prof prakash pin
145,hqnvkljj98f61w,346,instructor,0,2014-01-20T15:14:41Z,5,1470678316406,some of you have had trouble with viewing the google calendar in ctools in some cases the problem is due to viewing it with an old version of chrome and lack of ctools support here is a direct link that hopefully works for everyone httpwwwgooglecomcalendarembedsrcumichedu9v0jqdo2s8rratdvaq9o1mdg8840groupcalendargooglecomctzamericanewyork
170,hqpnz6f078b65j,113,instructor,0,2014-01-21T21:17:37Z,5,1470678322674,hey 280 career fair is next week and many 280 students will be attending for most of you it will be the first time applying for internships and speaking with recruiters but wait youve never had an interview before get some practice answering questions and talking about yourself without the pressure this thursday at hack night michigan hackers will be conducting interviews during hack night around 8 or so on the 4th floor of palmer commons great lakes south room if you want to signup click here there will also be a talk beforehand at 700 on html5 dinner will be served
204,hqs4qky6h4943n,287,instructor,0,2014-01-23T14:42:21Z,4,1470678335703,the eecs 280 midterm exam will be wednesday 26 february 7pm 830pm if you have a valid conflict please sign up here httpgooglimqdbp if you have a documented request for an extended time exam please bring your paperwork to any of the three professors pin
104,hqiaalsjudf1yx,147,instructor,0,2014-01-16T17:20:12Z,3,1470678360568,hey 280 the weather outside is frightful but the hacknight is so delightful plus youll learn git and eat pizza if youre interested in learning git and working together on a simple web application come to hack night tonight heres the fb event its tonight in palmer commons in the 4th floor forum hall at 630 this event or git are not required for 280 its just for extra knowledge if youre interested
2881,i3qaevnbtte67u,371,instructor,0,2014-12-15T20:21:51Z,9,1470679071117,final grades are posted for my deorio official section 002 the other instructors will be posting shortly it usually takes wolverine access about an hour to update nice work this semester and have a great winter break pin
2875,i3pimqx8r3e1t5,244,instructor,0,2014-12-15T07:24:09Z,1,1470679071429,hi all eecs 183 is inviting all eecs 280 students to come check out their final projects that range from arduino games to class scheduling websites there will be companies attending and a raffle with prizes i encourage everyone to join me there vidal when tuesday december 16th 10am4pm where palmer commons on central campus
2531,i3eywl4hokt7bt,431,instructor,1,2014-12-07T22:14:14Z,4,1470679071722,i noticed a few people had valgrind questions so i thought of posting this here for everyone to reference it explains a few valgrind errors we dont cover in lecture or discussion it was posted on the cse facebook group hope you find this helpful httpmaintainablecodelogdowncomposts245425valgrindisnotaleakchecker
2422,i3c121uk1k95gn,407,instructor,0,2014-12-05T20:51:10Z,1,1470679071964,i want to let you know about a class im teaching next semester called creative process its going to be insanity check out some of last years final projects httpandrewdeoriocomblog20140428creativeprocessfinalprojects and some of last years engineering miniprojects httpandrewdeoriocomblog20140210creativeprocessengineeringprojects why you should take creative process httpandrewdeoriocomassetswhyyoushouldtakecreativeprocesspdf more on creative process httpartsengineumicheducreativeprocessphp from the course catalog this is a class where students are encouraged in an interdisciplinary way to explore their own creativity faculty with training in architecture visual arts music and engineering will teach students their own approaches to creativity within their fields and encourage students to find their own approaches in and out of their current stated disciplines students will be expected and encouraged to explore creativity without thinking about disciplinary boundaries students will have short 2week workshops with each faculty member as well as work on a final project either on their own or in an interdisciplinary team of their own creation pin
1229,i1huz9yid803uc,577,instructor,0,2014-10-20T13:28:15Z,23,1470679072249,this thread contains the grading statistics for class assignments we will keep it up to date throughout the remainder of the semester here are a few faqs q will the project exam class lab be curved a we will final grades for the entire class at the end of the semester q what are the weights of each assignment in my final grade a the weights are published in the syllabus q where can i find the grade breakdown for my projects a the autograder sends a final grade breakdown at the end of each project q where can i find individual grades for my labs a ctools assignments tab q where can i find my extra credit score a ctools gradebook tab q where can i check my records against the course grading records a the ctools gradebook tab q what does q1 etc mean a httpenwikipediaorgwikiquartile q what does n mean a the number of assignments submitted for grading project 1 n 615 min 0 1q 100 2qmedian 100 3q 100 max 100 mean 99 stdev 7 project 2 n 596 min 4 1q 86 2qmedian 92 3q 96 max 100 mean 88 stdev 16 midterm exam n 596 min 20 1q 71 2qmedian 81 3q 89 max 100 mean 78 stdev 15 pin
2790,i3kchypjzv93pr,100,instructor,0,2014-12-11T16:33:37Z,2,1470679102727,im in 1695 come ask me questions
2775,i3jkg5wmu5u57s,100,instructor,0,2014-12-11T03:28:24Z,1,1470679106706,hey everyone with project 5 coming to a close i just wanted to send a quick reminder that there are office hours tomorrow to prepare for the exam check the calendar for more details as always piazza will be open as well for any last minute questions heres a bit of inspiration to get you through studying these last 36 hours before the exam happy studying httpssoundcloudcomrecordsyourcomments481 ps in case you didnt understand this during the soundclip malloc new and free delete
2713,i3iblmx5n3b3h7,263,instructor,0,2014-12-10T06:32:57Z,2,1470679122943,hi class ive uploaded some of the problems from the winter practice exam to labster but i also want to issue a challenge to all of you to come up with your own practice problems or examples this is a great way to cement your own knowledge and if you come up with good ones im more than happy to post them publicly on labster as well most any topic from the course should be supported with the notable exceptions of templates and derived classes if you think youve got a good question post in the followups below pin
2711,i3iafeff7jp5ud,430,instructor,0,2014-12-10T06:00:06Z,15,1470679123398,we would love to have your feedback on eecs 280 for a total of 1 extra credit we are asking you to please 1 fill in the endofclass survey httpsumichqualtricscomsesidsv1ljt0kmrla5mqmh 2 complete the course evaluation and forward the email acknowledgement you receive from the registrar to eecsevalsumichedu your evaluation is completely anonymous no eecs 280 staff has access to eecsevalsumichedu you need to complete both 1 and 2 by the end of thursday dec 11 to receive the 1 extra credit thank you for your participation pin
2695,i3i2kgf4y09738,192,instructor,0,2014-12-10T02:20:05Z,2,1470679127537,hi all due to no discussions this week i will be converting my regular discussion time 12 into office hours check calendar for details note however that i will put exam questions to a higher priority than proj 5 questions
2685,i3hyovcnfp56vt,73,instructor,0,2014-12-10T00:31:33Z,2,1470679131108,im extending my office hours by a few hours tonight im in 1620 bbb bring me food vidal pin
2680,i3hvuparcon1nt,72,instructor,0,2014-12-09T23:12:06Z,1,1470679132465,due to the large crowd of eecs 482 students in 1695 bbb we will move office hours back to 1620 bbb at 630 pm sorry for the inconvenience
2674,i3htsjwjdvt4dh,48,instructor,0,2014-12-09T22:14:26Z,1,1470679134072,there is an exam in 1620 so we have decided to move office hours to 1695 bbb the 1620 lab will open at 7pm
2640,i3hb2ycsr7qlt,47,instructor,0,2014-12-09T13:30:39Z,1,1470679142682,if you are looking for me at my 900 office hours dont worry i am on my way depending on which bus i can catch i will be 1525 mins late
2610,i3gky2utrxusz,70,instructor,0,2014-12-09T01:19:01Z,1,1470679151099,hi everyone to mitigate students being confused why listcompilecheck causes a segfault when run i have reuploaded a version of listcompilecheck that wont segfault your program when running as stated in the project spec this is not supposed to be part of your test suite this file only makes sure all your functions compile if you have already downloaded the file then there is no need to redownload it this serves all the same functionality as the previous listcompilecheck
2584,i3g8bt0mlfk3c5,99,instructor,0,2014-12-08T19:25:47Z,3,1470679157833,there was a question in the 12pm lecture about functors and anonymous objects and functors and pointers specifically can you call the operator functioncall on an anonymous object and can you call the operator functioncall on a pointer here is sample code that has the answer to both questions class absvalue public int operatorint i return i 0 i i int main int n 123 absvalue aobj int absn aobjn cout n n absn absn endl create an absvalue object and immediately call the operator functioncall int absm absvalue4 cout m 4 absm absm endl a pointer to a functor directly calling the operator functioncall on the pointer using will not work absvalue pobj int absp pobj10 cout p 10 absp absp endl
2549,i3f5d0v88a65ga,78,instructor,0,2014-12-08T01:14:59Z,1,1470679166972,here is something i found that i think speaks so many truths if you need a break from studying look at this its a super quick read httpjosephgcomblogwhatitellallnewprogrammers my favourite quote from it you are a wizard harry programming is basically magic d good luck with finishing your project and studying for all your finals
2500,i3dz4c5r6udhq,244,instructor,0,2014-12-07T05:32:29Z,5,1470679181443,hi class a couple terms ago i tried to create a single monster exampleproblem that incorporated every concept from the practice exams here it is theme of the problem httpenwikipediaorgwikisevenlayerdip monsterpracticeproblempdf monsterpracticeproblemsolutionspdf monstercpp
2454,i3cey4m4yl77d2,204,instructor,0,2014-12-06T03:20:01Z,2,1470679194952,i will be in 1033 dent during my typical discussion time monday 128 45pm if you would like to come and ask questions about practice exams final exam topics or project 5 the room does not provide any computers and so please bring your laptop if you want me to look at your code
2416,i3btrwjal031an,58,instructor,0,2014-12-05T17:27:19Z,1,1470679205290,this is just a friendly reminder that i vidal do not have office hours tonight see you at the exam review vidal
2370,i3aeq9xl1ed6cc,35,instructor,0,2014-12-04T17:38:23Z,1,1470679217505,hello all because i had to postpone my office hour and to spread out the gsi times i will be holding oh for 6 hours on sunday please stop by in bbb 1620 look at the calendar to see the times
2366,i3adixvx8s2m2,33,instructor,0,2014-12-04T17:04:41Z,2,1470679218528,a heads up that james j will be covering my 6309pm office hours in 1695 bbb tonight i may also be around to help by the end of the time sorry for any confusion thanks james
2364,i3a7dyn3i9p5v0,379,instructor,0,2014-12-04T14:12:51Z,9,1470679218965,my 12hour exam review is now posted on the course google calendar it will cover all the practice exam problems plus custom examples since the exam falls on a friday the scheduling for the exam review this semester is a bit off these reviews need to be on a weekend so you guys can recover this means there is a gap between the exam review and the exam itself on the plus side it should give you a little more time to clear up any remaining confusion about the practice problems vidal
2351,i39k3b48mon2l7,19,instructor,0,2014-12-04T03:20:43Z,1,1470679222379,hi all i need to end my office hours 15 minutes early tomorrow so ill start them 15 minutes early as well the new times 1245345 are reflected on the courses google calendar
2262,i37jc57ma6v31d,41,instructor,0,2014-12-02T17:24:03Z,2,1470679246487,hello all im sorry for the late notice i got sick over the weekend and i was hoping to feel better but since i dont i will postpone todays oh i apologize for the late notice and any inconvenience this may cause i will reschedule my office hour to sometime this weekend thanks
2261,i37j0lefhee316,29,instructor,0,2014-12-02T17:15:04Z,1,1470679246723,due to an exam for my math class i will not be holding my 8001000 office hours tonight i will be making them up before the project due date sorry for the inconvenience
2259,i37fgd2e10m4m4,35,instructor,0,2014-12-02T15:35:21Z,1,1470679247167,hey guys im moving my office hours from today to thursday from 5630pm in 1695 bbb this change is reflected in the calendar sorry for any inconveniences
2253,i36wmbcykeq1j,239,instructor,0,2014-12-02T06:48:06Z,4,1470679248539,we would like to customize the final exam review to the needs of the class please fill out this form to provide us with feedback on your understanding of the topics covered since the midterm exam any suggestions you have for the final review are also most welcome and can be provided in the same form we ask that you please fill out the form by the end of wednesday 1203 to allow us sufficient time to prepare the review lectures your contribution to this survey will be anonymous you will be required to login but this is only for the purpose of avoiding duplicate entries your uniqname is not stored with the form pin
2180,i33lu6brohz4m7,57,instructor,0,2014-11-29T23:22:59Z,1,1470679266866,hi all im hanging out in 1695 bbb for a while if you happen to have questions about your 280 project feel free to stop by and ask ill probably be here until 9pmish cheers vidal
2142,i2xixl3kwjv4ie,31,instructor,0,2014-11-25T17:15:02Z,1,1470679276317,hey guys im moving my office hours back today from 2304 to 5730 same place and itll be reflected on the calendar
